CustomerID,recency,frequency,monetary,avg_basket,product_diversity,return_rate
C00000,21.054156752678885,39.11509096094983,invalid,131.73806391787488,318.94034978700495,0.06118428420857875
C00001,150.79750747723057,10.81606718553913,invalid,177.9631805921596,108.02269481243074,0.1746423973056162
C00002,105.1530046926889,16.287764877261843,invalid,118.1245837229486,104.97524414809536,0.1485044653745874
C00003,30.12432664798338,40.1810494808892,invalid,342.84322909828575,219.3833192260699,0.025530599087973282
C00004,40.31165214670598,57.445599473538486,invalid,217.6420260325141,303.7587361805362,0.06546462949630903
C00005,305.2054817377932,1.5892195045291553,invalid,188.8741259488235,27.317697343828918,0.21130786356349163
C00006,17.315113066233575,47.77049742571546,invalid,306.69464559139794,230.62076048225504,0.00032060837866715986
C00007,44.34667972543643,13.381499147226297,invalid,99.73151633813421,117.3411170913626,0.11637324076055253
C00008,25.509414703016247,55.00019768938434,invalid,257.3457273486147,146.8733826626123,0.04869929031185974
C00009,245.0127144740629,3.247661205617604,invalid,229.00229040017007,4.637565307648763,0.15712695193715595
C00010,35.35207736496659,,6936.531662085104,139.17440137062158,189.60628468190288,0.037584071053986236
C00011,20.01209375010456,,4234.925496961132,132.86016189772374,250.58442531279968,0.02435732211808263
C00012,40.714505447929035,,5853.707589364294,228.74322524911193,215.25146171734514,0.02358191596596342
C00013,59.240574993144165,,2261.7433916125246,232.6995589198861,102.34860358286443,0.08235063383331759
C00014,281.56189803321195,,432.372774542787,84.18025607257474,20.597969924070696,0.3064329630473983
C00015,233.96026584714625,,212.68709210434125,35.957632884252384,4.91120854131476,0.37455434006792865
C00016,33.76953485994395,,18844.726882756484,735.7317495733276,304.9403334439777,0.04886161065883347
C00017,338.9555181602839,,607.1797323935617,124.9534686880769,6.4517160283248565,0.41175952474454947
C00018,34.96854701288348,,18677.402760826815,532.8122570137156,316.9299067235287,0.012230169770106878
C00019,32.783811426243815,,11586.122801442725,527.3571185487912,204.0763543010554,0.03152855860744949
C00020,,40.02964744809369,16500.704566904256,412.21208826034916,300.66557439281064,0.07120155656941564
C00021,,18.36889364890579,3828.0419641431404,208.39806889355972,78.73708114240515,0.04918235765284745
C00022,,17.132258875777957,1989.1840181967186,116.10751580511545,103.62587700222011,0.17624440536356567
C00023,,14.660122951278865,1131.822756104783,77.2041789735501,109.55656985877512,0.12733677466437554
C00024,,1.662710404757068,404.35150817336614,243.18817457117214,13.784501107065454,0.25997431904971513
C00025,41.34241037042523,12.518464793558982,2514.3888846734235,200.85441195370302,64.28661212755097,0.09618232569170715
C00026,38.54973522379931,22.135277305087016,5907.480419163914,266.8807956522093,319.51600745258344,0.07833797069658237
C00027,2.00337032530669,44.57518962167679,7344.922537635863,164.7760245099226,259.6379451219827,0.016545082201122538
C00028,58.84305968010314,8.84280045064044,2637.858372705816,298.30576720916156,79.86233269682641,0.06924823734494161
C00029,72.45640952589747,8.059819583533674,1783.0805403760592,221.23082556573823,65.78710182464354,0.062496830334650394
C00030,96.7464618585,12.656642567626971,3773.4841239349666,298.1425843206432,119.81403578958579,0.1279635099456274
C00031,2.6461524717519103,23.508360476430738,14201.419207655345,604.1007930728965,147.64107432770615,0.010053108229482879
C00032,36.81689692530553,29.46979484417584,13412.899974544132,455.14059549671225,123.53375619998243,0.07483050956531959
C00033,272.24385833651314,5.233355252541218,265.16931017259117,50.66908271587907,19.52019662255245,0.3881017872769281
C00034,6.401349026105385,43.53031999876883,8920.561158732578,204.92753462379505,183.52712687271233,0.0634908307089902
C00035,78.50042751277806,17.394057860669413,2415.824097567251,138.88789590781997,42.80726127382465,0.06047243627510954
C00036,26.56669014681738,47.79192515273993,10205.467122618396,213.53956949845352,142.32007364984534,0.03238839715412271
C00037,58.598221372726805,15.589354816289436,1098.3148814656474,70.45287597906295,100.42972329802461,0.15485495376975014
C00038,91.95978582037766,19.09136460414873,2645.1943251381545,138.5544920431371,55.02868385541448,0.034531492236310565
C00039,283.8518309384104,5.692557294805329,648.8362586210432,113.97975022809703,21.69820835134913,0.16092905870486499
C00040,330.5894954882577,1.6005531505069217,604.8275199246127,377.88655736490466,35.29705760601972,0.34956418968123637
C00041,31.054153942668,24.235896150030133,16815.42165826682,693.8229786995482,280.4119573971449,0.02029316052494628
C00042,156.14880777800323,11.977691883909488,1091.844978779287,91.15654245923979,79.72470536348928,0.07969151901293506
C00043,96.29601243665402,19.839092910189095,3667.38884400283,184.8566797184214,100.95585428513402,0.17098081338413854
C00044,35.24887387124552,31.4578490752822,13694.802842363642,435.33818251815075,315.58339581476804,0.0668996141474081
C00045,23.82976785700376,51.21205975637569,5679.67545433713,110.90503841002088,210.89148605973156,0.05932917061852122
C00046,69.94578111264644,16.68271224910164,3100.771772242004,185.86736532658108,72.76018694915109,0.08187757916411853
C00047,35.265039774494966,54.3028857649023,12324.401835849105,226.9566646827223,176.64938665002282,0.07674658781084867
C00048,34.65994972630513,25.754877318845708,8821.482120235487,342.51695362495525,136.9623182471526,0.04559470549132211
C00049,57.585619181216856,18.49787785128865,1993.5091027607095,107.76961112984279,87.06148436840698,0.03583662311613224
C00050,293.81400292611636,3.319140552314381,519.9794132731112,156.6608599658542,2.6514984459494872,0.20908786278600788
C00051,303.28827685534833,5.538024456952412,359.1939473480564,64.85958127128274,6.722986095098447,0.26644615037341957
C00052,31.78711388767298,25.382088336525882,18182.446187579324,716.3494960110917,184.49846943373305,0.02075518718836274
C00053,80.36573056680481,11.980991749510675,2004.584199336512,167.31371168988434,103.92859587519516,0.08157239533865565
C00054,138.6256864926235,8.322269323117135,3065.764062928706,368.38077979677945,66.24569140487529,0.07871559429517211
C00055,353.45055231352836,1.705136499750073,462.7426292732295,271.3815752234822,4.817447928379528,0.29666949044120117
C00056,316.7942425762389,3.1625779662118303,115.03361273239935,36.37336817033094,27.813823469285,0.18124544814086146
C00057,17.320580489947304,36.74433203161518,14723.25208562168,400.6945091001695,121.85195636422468,0.038562460766908044
C00058,22.22135122548761,49.02862513085708,6620.020868132734,135.02358776049587,180.4143137567277,0.009652426995494913
C00059,8.88780555894052,38.17271847366986,8448.353705613023,221.31915261524765,189.2957310814362,0.035039168233629805
C00060,13.91812534173408,32.719643878081975,10846.4514189016,331.4966220083878,303.0597520571109,0.03157039105200658
C00061,20.14427064013367,57.445098535029764,18552.8359019416,322.96638660351783,243.8238172853948,0.03720113055914184
C00062,245.11590085090097,2.9821811768240605,379.383884904451,127.21691353054688,1.9829929379203246,0.29939948723794707
C00063,78.59009234433414,18.116698891589017,2526.469279275072,139.45527793962663,58.26373667656845,0.06825261940551403
C00064,154.92320896185078,18.30121382087819,3298.9342600889017,180.25767538574124,49.15562551769041,0.07643576790449629
C00065,10.441725604059284,22.215816366570404,10464.550251852255,471.0405451315735,147.36425560592525,0.05948802920861215
C00066,156.37524493008635,19.5724040999648,1973.2648116193836,100.81872423750603,80.31463715441873,0.07903791827883372
C00067,113.24887833201679,11.459822813725625,1732.392307683448,151.17095053237057,63.407567187929885,0.13472169617262847
C00068,18.881021903363102,27.259936383860964,7482.056427151392,274.4707955951462,160.3958075377563,0.04814198046941668
C00069,218.26950266909148,2.6842827191663434,544.9896831778356,203.0299115985416,11.318396835029205,0.2023611394880365
C00070,334.00028859586473,3.36966368819039,504.92475139657233,149.84425691091207,24.65475191590984,0.2808409267947316
C00071,34.490146887575534,25.27288871146084,8542.535005824622,338.0118158772536,293.3602876523853,0.05544763415437612
C00072,154.70326410267103,14.848767273442956,3056.2112942791887,205.8225600818209,72.20904253627596,0.15532695561464915
C00073,217.9284220382733,4.1923376388237035,181.1055396747538,43.19917794731076,14.725267777895677,0.25951417406542754
C00074,128.3624916576427,12.535864078366805,2398.886087111411,191.3618456705493,105.72905096091229,0.05846522058161521
C00075,50.30634513250874,8.681812140799778,3637.693334311363,419.00161801661085,87.37415559054246,0.1387104327676938
C00076,303.4261221593944,5.899892699450791,727.9281415966092,123.37989497069506,7.938587043549635,0.2654050417984024
C00077,354.46919372063235,2.229377935025293,626.9319359736661,281.21384271552563,24.453537749642567,0.26050324926190327
C00078,149.68240759375743,11.745232992244354,2967.5827070465593,252.66273636343544,81.14554664917466,0.05476179031317185
C00079,95.5358725380142,11.046693055068628,2506.7432551200127,226.92250455622346,118.76859012807438,0.1198287555150529
C00080,361.92887170674527,3.514374684901766,145.419471418871,41.3784768151253,14.853495530726791,0.41640862746826535
C00081,95.82549658762878,11.203203787252743,2999.2454811563034,267.7131950923639,46.90877396012773,0.16277443149507614
C00082,157.50918875041532,9.851644624672213,3045.067005194097,309.09225019831786,116.1023958085294,0.09229221206081872
C00083,301.2302199804223,1.8456735369142787,362.94020739401464,196.64377265808477,11.343324788390072,0.16552492368116545
C00084,11.293337378074993,43.64575264443885,6145.513757964245,140.80439414182675,260.1762020241317,0.03017157442845446
C00085,30.471815766030456,24.365759870629397,14080.18951322238,577.8678599798034,293.0913096111326,0.04116664415084247
C00086,30.578564093751716,40.90527102052491,7725.6365590993,188.86652908919322,165.6505750926841,0.0710391062884464
C00087,348.3220600928847,5.970388862261893,424.3956690666675,71.08342167613591,24.961058154872244,0.4342479135134355
C00088,267.2147939973904,3.9012010837147155,284.1607046915587,72.83928682317023,17.291988168150745,0.2886683790431005
C00089,336.95316456123965,2.265173749648418,216.77594592260803,95.69947822159526,2.8475277624501016,0.44992960107430324
C00090,360.99644402429396,3.0592172015048686,121.3906537527306,39.680299160522814,31.530002060297164,0.4128801699077398
C00091,78.92867969699262,16.820965331142403,3366.128123381376,200.11503841276652,78.40640601556343,0.06752565792075443
C00092,30.409730318780753,25.84692976770793,13158.610399338197,509.0976188505767,174.96501015101342,0.059337312841578796
C00093,310.8559411213211,5.5892999831286705,486.2954734690362,87.00471882649374,30.13732403480903,0.4346621271447376
C00094,262.4211206916135,1.1755840555483328,247.153499119837,210.2389003605158,3.0171381749892516,0.27872966144077704
C00095,269.5914003479026,4.72385463908377,429.12711451780024,90.84257397916734,16.281670686492056,0.27606674370973144
C00096,328.67852423893146,1.9774791369829368,741.2637381781778,374.85287420484883,21.68720600452008,0.16162539945852883
C00097,41.77765950933848,43.2446643688361,14402.000248940752,333.035311041041,250.82048189647136,0.0013263841518045538
C00098,123.22065092272727,17.144876252362113,3351.0113004615346,195.45263851057854,80.89383700005784,0.12225365728550598
C00099,8.346808475938971,29.975503033288472,9072.654581075807,302.6689684239967,210.6559833000327,0.03741122053012772
C00100,7.70173251937941,53.33834215154239,15232.034897765941,285.5738345689373,176.90817502236504,0.027158220336712217
C00101,343.10500168269493,3.1497852495002387,356.7763490342973,113.2700551857957,6.954915219815408,0.19688739658829252
C00102,69.35525593108345,17.322884659481964,1806.2485040400675,104.26949896311801,52.35557147883088,0.14936925072079688
C00103,279.38531179091973,4.730339894796826,127.09827210856207,26.868739865472417,21.741130375339434,0.35692855453322614
C00104,35.49152120068219,54.04526507288824,10588.974345369123,195.92788250900952,193.07569263982668,0.04647914989984406
