recency,frequency,monetary,avg_basket,product_diversity,return_rate,weekend_ratio,repeat_category_rate,CustomerID
0.956888812566917,0.0,0.2972068898412532,0.5829620600589973,0.4847432115081472,0.0,0.0,0.25729166666666664,15908
0.2963044763173342,0.09814502102244904,0.21313341716802792,0.30244467850182444,0.7089985723369723,0.0,0.0,0.18568840579710144,13428
0.5882452599301117,0.0,0.2665729973024855,0.5285348608031313,0.3970088792749929,0.6605504587155963,0.0,0.213768115942029,14537
0.40869558228073843,0.41074487257398257,0.5087142877425466,0.47081236360760226,0.6911120541096665,0.4954128440366972,0.6554054054054054,0.1447072072072072,13118
0.07047441617323603,0.09814502102244904,0.39442510646962314,0.6241561883841682,0.7089985723369723,0.0,0.0,0.23333333333333334,15471
0.3253403633778068,0.09814502102244904,0.35961013146811527,0.5623171813652486,0.8397763187019955,0.0,0.570446735395189,0.3164375715922108,15436
0.8557814570868226,0.33461767998214015,0.40434003522167283,0.36718283597187296,0.6093903749751954,0.0,0.13513513513513514,0.24943693693693697,14114
0.6411689209833898,0.2890623861656048,0.35909979574691264,0.3369144375075839,0.7058686511943799,0.0,0.10191082802547771,0.11969214437367304,13959
0.07047441617323603,0.47294531791938227,0.5809168284342241,0.5338515182211148,0.671374964212994,0.16513761467889906,0.0,0.4445833333333333,14132
0.40021530058429267,0.5490725105112246,0.6290824132052515,0.5411238681164514,0.7869270423092811,0.4403669724770642,0.06274509803921569,0.1895424836601307,13971
0.15926168018519554,0.44326069645145666,0.5112106072789391,0.44110882712337895,0.6406799940281567,0.4573041637261821,0.0,0.17088963963963966,17676
0.7721829753077689,0.47294531791938227,0.3718911100725206,0.16387086224085046,0.463507911617924,0.528440366972477,0.1111111111111111,0.06712962962962965,13856
0.5071415141747299,0.0,0.2573686484260669,0.5121841721628286,0.42643946792633786,0.0,0.0,0.16964285714285715,14636
0.8004306011685854,0.2364726589596911,0.3720892802270146,0.418928916002699,0.463507911617924,0.0,0.0,0.014254385964912242,17770
0.8055682549126341,0.3748002968969332,0.457609832108296,0.41835633745806433,0.7481555890646834,0.3963302752293578,0.5019762845849802,0.3311923583662714,14896
0.31142803657233314,0.0,0.360320171772754,0.6951311935974109,0.6493597120291801,0.0,0.0,0.13010204081632648,13467
0.2797384903847442,0.44326069645145666,0.6021850712498202,0.6025076054248861,0.7543750612912838,0.33027522935779813,0.24152542372881355,0.34869350282485884,15680
0.8446902953175293,0.1742722136142913,0.36857849731285675,0.484980966794194,0.5212196518919954,0.3963302752293578,0.0,0.453525641025641,13368
0.4390001705699397,0.47294531791938227,0.6560871790866525,0.6672930052751576,0.7838056499426287,0.528440366972477,0.04741379310344827,0.12033045977011497,14626
0.858291411123804,0.0,0.21675995714802365,0.4400635648403901,0.4331391347702052,0.6605504587155963,0.0,0.6986111111111113,18280
0.19095122637278455,0.1742722136142913,0.3231750686080719,0.404441478102463,0.463507911617924,0.0,0.8571428571428571,0.37261904761904757,16513
0.3819024527455691,0.525535045125296,0.7438358047835429,0.7689394692954568,0.8927345956697368,0.6257846450989859,0.12570356472795496,0.19301125703564725,13448
0.5023792629451177,0.09814502102244904,0.24113679595735982,0.352077631080318,0.7239218621942243,0.0,0.0,0.280590717299578,14592
0.9346859857263632,0.1742722136142913,0.4281058923644543,0.5906537574230291,0.5687391126992583,0.8492791612057666,0.0,0.15845959595959602,13360
0.9096898873274686,0.2890623861656048,0.3064103527217219,0.24367398923160577,0.0,0.0,0.0,0.7847222222222223,17281
0.6537390689447445,0.1742722136142913,0.4946073880103412,0.7087851331501764,0.7120780086736189,0.9908256880733944,0.0,0.22500000000000003,16108
0.5411641329307647,0.2890623861656048,0.49571523870268996,0.5791864169768237,0.16176688174300935,0.0,0.0,0.2619047619047619,17414
0.48190724079819425,0.41074487257398257,0.5578725927939827,0.558023881470983,0.7468870068972315,0.0,0.059880239520958084,0.21881237524950098,13804
0.6103462658527656,0.2364726589596911,0.4470463210845361,0.5519145339054421,0.8639944993217483,0.0,0.0,0.18244219653179194,16374
