CustomerID,recency,frequency,monetary,avg_basket,product_diversity,return_rate,weekend_ratio,repeat_category_rate,true_segment,segment_name
C00000,21.054156752678885,3.6917525967077185,8.547517982381867,4.8883777420899,5.768134571502234,0.0611842842085787,0.0884908956444066,0.6373696569927303,0,high_value
C00001,150.79750747723057,2.469460231192867,7.563128792188097,5.187180089666765,4.691556069844953,0.1746423973056162,0.4943305635545728,0.5663810437771657,2,loyal_mid
C00002,105.1530046926889,2.849999018768615,7.562673686123858,4.780169867512425,4.663205521063321,0.1485044653745874,0.2316256068454963,0.4246639184443637,2,loyal_mid
C00003,30.12432664798338,3.717978186483478,9.530741351617745,5.840185824131762,5.395368390322332,0.0255305990879732,0.1724560640231157,0.5361492176874674,0,high_value
C00004,40.31165214670598,4.068096398061429,9.43377001484816,5.3874358080995375,5.719520434662677,0.065464629496309,0.0797275870084901,0.5125646101025756,0,high_value
C00005,305.2054817377932,0.951356480693888,5.707649803088054,5.2463613576075065,3.3434869570391883,0.2113078635634916,0.7262922542204228,0.1213279983998034,1,at_risk
C00006,17.315113066233575,3.88712556908999,9.59232910571947,5.729107880783668,5.4451013810694455,0.0003206083786671,0.2149878252823197,0.7652686115565012,0,high_value
C00007,44.34667972543643,2.665942599100063,7.197103862655129,4.6124587233321455,4.77357127688088,0.1163732407605525,0.3634648225466321,0.4043029552010517,2,loyal_mid
C00008,25.509414703016247,4.025355220896496,9.557827851628579,5.554298716367733,4.996356385045923,0.0486992903118597,0.2080506250287155,0.8031506122158569,0,high_value
C00009,245.0127144740629,1.4463685269026334,6.613010799043356,5.438089267135221,1.7294522892670205,0.1571269519371559,0.5175841883698284,0.0582340036745901,1,at_risk
C00010,35.35207736496659,3.928694681697512,8.844701321948435,4.942887371414718,5.250209963823944,0.0375840710539862,0.2186841368373194,0.7983338112755931,0,high_value
C00011,20.01209375010456,3.492714284651495,8.351357118502682,4.8967956871273435,5.527778620337904,0.0243573221180826,0.1176580380677151,0.7602109864278348,0,high_value
C00012,40.71450544792904,3.280562900928499,8.675001332746124,5.436962273310768,5.376441905175711,0.0235819159659634,0.0981477058077274,0.8309319618576673,0,high_value
C00013,59.240574993144165,2.3720725421201014,7.724333246191481,5.454036354165565,4.63810777450156,0.0823506338333175,0.5466547626238628,0.3708833005395816,2,loyal_mid
